﻿Wskaźnik;Jednostka;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997
centralne ogrzewanie i ciepła woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,21;7,54;10,06;12,35;14,97
energia elektryczna i gaz;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;10,66;13,06;17,16;20,49;23,91
na wyposażenie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;8,41;12,07;15,92;22,74;25,55
na naukę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,17;6,85;9,57;12,36;14,11
na zdrowie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,68;7,86;10,14;12,11;16,21
na higienę osobistą;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7,81;9,47;11,42;15,31;19,67
na kulturę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;9,81;13,69;15,36;18,92;23,59
na sport i wypoczynek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,65;8,24;12,1;14,71;16,68
na transport i łączność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;30,12;45,3;48,12;66,14;81,97
inne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7,86;9,17;9,95;10,78;16,07
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;8,58;11,79;17,53;24,72;30,02
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym emerytów i rencistów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,13;0,14;0,16;0,17;.;0,22;0,25;0,28;0,33;0,59;0,7;0,83;0,98;1,18;1,57;2,57;8,29;48,6;92,39;127,39;189,8;244,34;310,78;388,49;469,28
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,15;0,16;0,18;0,19;.;0,26;0,29;0,31;0,38;0,65;0,79;0,94;1,12;1,34;1,78;2,95;9,42;56,26;109,3;162,15;258,23;327,85;422,82;526,13;629,54
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,13;0,14;0,16;0,17;.;0,21;0,25;0,27;0,32;0,58;0,72;0,85;1,01;1,21;1,64;2,68;8,47;50,19;98,75;145,95;212,23;282,2;361,61;450,96;551,25
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;0,13;0,14;0,15;.;0,2;0,23;0,26;0,28;0,53;0,6;0,72;0,85;1;1,29;2,08;6,99;39,49;74,35;93,76;167,7;220,82;280,55;351,92;423,6
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;136,69;183,94;225,51;284,06;335,32
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;111,53;147,92;188,24;238,74;275,04
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;90,77;113,62;159,82;194,04;228,59
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;182,46;231,9;294,99;369,16;443,6
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,07;0,08;0,08;0,09;.;0,11;0,12;0,14;0,16;0,34;0,38;0,46;0,54;0,64;0,8;1,28;4,87;28,12;44,5;57,97;81,85;101,57;128,23;154,09;178,81
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,06;0,07;0,11;0,43;3,61;4,76;6,86;10,71;12,11;15,84;21,51;25,18
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,05;0,21;0,57;1,16;2,65;2,43;3,72;6,28;4,52;4,68
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,04;0,05;0,05;0,06;0,08;0,13;0,42;2,03;3,47;4,89;7,41;8,88;9,99;12,05;14,82
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,03;0,03;0,03;0,04;0,04;0,06;0,12;0,34;1,8;3,06;3,72;4,75;5,64;7,48;9,43;10,88
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,04;0,04;0,1;0,11;0,13;0,15;0,18;0,22;0,35;1,65;10,83;16,18;18,96;25,94;33,02;38,72;45,79;52,48
ryby i przetwory rybne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,12;0,66;1,27;1,47;2,03;2,48;2,95;3,83;4,79
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,05;0,06;0,07;0,1;0,47;2,04;2,94;3,75;5,32;7,15;8,95;10,29;11,73
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,03;0,06;0,07;0,07;0,08;0,08;0,1;0,16;0,5;2,9;5,74;7,91;12,19;14,24;17,93;22,34;25,56
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,05;0,06;0,11;0,37;2,08;2,93;3,77;5,05;5,87;8,1;9,95;10,71
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,05;0,06;0,11;0,29;1,28;2,32;3,3;5,03;7,29;10,55;12,69;15,82
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,05;0,32;0,67;0,7;1;1,17;1,43;1,7;2,16
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,03;0,02;0,02;0,02;0,03;0,03;0,06;0,17;0,65;1,38;1,59;2,01;2,42;3,24;3,95;4,74
na towary nieżywnościowe i usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,06;0,07;0,07;0,08;.;0,11;0,12;0,13;0,16;0,22;0,29;0,35;0,42;0,52;0,73;1,24;3,25;19,84;46,51;67,83;98,6;127,91;163,52;211,12;260,06
na towary nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49,81;66,68;83,66;112,31;140,96
na usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;48,79;61,23;79,87;98,81;119,1
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,09;0,51;1,1;1,7;2,4;2,99;4,55;6,42;8,12
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,02;0,02;0,02;.;0,02;0,03;0,03;0,04;0,04;0,07;0,08;0,1;0,12;0,18;0,3;0,96;3,84;7,45;7,7;9,93;13,26;16;20,38;24,69
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,03;0,03;.;0,04;0,04;0,04;0,05;0,07;0,1;0,12;0,15;0,19;0,26;0,45;1,01;7,44;18,83;28,28;44,44;56,38;74,2;97,19;117,89
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,02;0,02;.;0,02;0,03;0,03;0,03;0,05;0,06;0,07;0,09;0,11;0,16;0,3;0,58;5,26;13,42;21,9;38,36;48,64;64,1;83,94;99,32
opłaty za najem mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,06;0,13;1,16;3,11;5,26;4,9;5,55;9,52;12,15;15,71
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,73;2,48;3,39;4,24;5,31
opał;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,05;0,12;0,19;1,66;4,01;4,94;10,03;12,08;14,29;21,05;23,41
centralne ogrzewanie i ciepła woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0,01;0,01;0,01;0,02;0,03;0,34;1,15;3,05;5,95;9,78;12,99;15,42;18,06
energia elektryczna i gaz;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,05;0,11;1,37;4,08;7,37;9,96;12,55;15,93;19,42;22,53
na wyposażenie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,02;0,03;0,05;0,06;0,07;0,1;0,15;0,43;2,18;5,41;6,39;6,08;7,74;10,1;13,25;18,57
na naukę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,03;0,04;0,04;0;0,01;0,01;0,01;0,03;0,2;0,59;1,15;0,89;1,5;2,07;2,81;3,25
na zdrowie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,07;0,56;1,86;4,15;9,31;13,13;16,81;21,97;28,27
na higienę osobistą;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,04;0,07;0,18;1,23;2,47;3,77;6,19;7,3;9,02;11,22;13,75
na kulturę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;.;.;.;0,04;0,05;0,07;0,13;0,35;2,15;4,44;5,52;6,38;8,17;9,99;12,3;15,04
na sport i wypoczynek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,04;0,09;0,46;1,02;1,43;1,41;1,87;2,56;3,32;4,06
na transport i łączność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,06;0,1;0,28;1,87;4,99;6,98;11,88;15,85;19,02;24,72;31,14
inne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,04;0,06;0,08;0,21;1,58;3,77;7,13;5,77;7,46;9,31;10,79;13,86
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7,35;12,44;15,8;19,33;25,68
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym emerytów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;521,38
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;641,87
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;584,88
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;468,5
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;387,45
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;314,96
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;251,93
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;489,73
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;191,38
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;25,8
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,87
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;15,89
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;12,47
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;56,15
ryby i przetwory rybne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,46
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;12,24
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;27,44
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;11,61
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;17,14
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,32
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,66
na towary nieżywnościowe i usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;292,69
na towary nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;158,13
na usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;134,56
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7,55
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;27,11
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;132,66
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;111,7
opłaty za najem mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;17,29
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,74
opał;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;27,13
centralne ogrzewanie i ciepła woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,66
energia elektryczna i gaz;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;24,16
na wyposażenie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,96
na naukę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,59
na zdrowie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;32,45
na higienę osobistą;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;15,23
na kulturę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;17,25
na sport i wypoczynek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,86
na transport i łączność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;36,89
inne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;16,11
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;31,65
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym rencistów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;387,22
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;611,26
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;457,38
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;360,52
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;291,69
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;248,19
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;205,69
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;370,95
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;159
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;24,2
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,37
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;13,13
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;8,36
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;46,7
ryby i przetwory rybne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,74
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;10,93
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;22,62
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;9,29
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;13,74
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,91
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,3
na towary nieżywnościowe i usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;208,66
na towary nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;113,91
na usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;94,75
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;9,02
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,86
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;94,64
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;79,84
